complaintid,citizenid,departmentid,categoryid,complaintdetails,complaintstatus,created_at
CMP01020,C0307,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-04-26 00:00:00
CMP01021,C0657,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-03-31 00:00:00
CMP01022,C0904,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-02-24 00:00:00
CMP01023,C0306,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-10-03 00:00:00
CMP01024,C0648,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-08-20 00:00:00
CMP01025,C0712,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-01-19 00:00:00
CMP01026,C0989,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-05-18 00:00:00
CMP01027,C0989,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-10-23 00:00:00
CMP01028,C0838,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-05-27 00:00:00
CMP01029,C0202,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-06-25 00:00:00
CMP01030,C0986,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-07-11 00:00:00
CMP01031,C0194,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-04-30 00:00:00
CMP01032,C0316,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-04-04 00:00:00
CMP01033,C0599,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-01-07 00:00:00
CMP01034,C0989,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-08-07 00:00:00
CMP01035,C0015,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-02-25 00:00:00
CMP01036,C0716,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-03-10 00:00:00
CMP01037,C0864,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-06-06 00:00:00
CMP01038,C0193,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-09-18 00:00:00
CMP01039,C0737,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-03-28 00:00:00
CMP01040,C0279,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-02-24 00:00:00
CMP01041,C0437,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-04-18 00:00:00
CMP01042,C0454,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-03-09 00:00:00
CMP01043,C0902,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-08-04 00:00:00
CMP01044,C0714,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-03-19 00:00:00
CMP01045,C0596,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-04-05 00:00:00
CMP01046,C0428,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-04-15 00:00:00
CMP01047,C0494,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-06-24 00:00:00
CMP01048,C0423,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-06-18 00:00:00
CMP01049,C0478,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-10-01 00:00:00
CMP01050,C0736,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-01-21 00:00:00
CMP01051,C0675,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-02-23 00:00:00
CMP01052,C0286,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-03-31 00:00:00
CMP01053,C0003,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-02-17 00:00:00
CMP01054,C0405,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-04-14 00:00:00
CMP01055,C0504,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-06-11 00:00:00
CMP01056,C0068,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-07-29 00:00:00
CMP01057,C0945,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-08-27 00:00:00
CMP01058,C0199,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-09-20 00:00:00
CMP01059,C0983,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-01-25 00:00:00
CMP01060,C0269,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-09-21 00:00:00
CMP01061,C0262,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-07-31 00:00:00
CMP01062,C0397,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-02-18 00:00:00
CMP01063,C0817,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-05-03 00:00:00
CMP01064,C0434,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-04-22 00:00:00
CMP01065,C0080,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-09-15 00:00:00
CMP01066,C0971,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-03-13 00:00:00
CMP01067,C0434,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-10-19 00:00:00
CMP01068,C0381,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-07-09 00:00:00
CMP01069,C0477,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-09-18 00:00:00
CMP01070,C0358,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-03-05 00:00:00
CMP01071,C0155,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-03-06 00:00:00
CMP01072,C0627,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-02-27 00:00:00
CMP01073,C0165,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-05-29 00:00:00
CMP01074,C0779,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-05-01 00:00:00
CMP01075,C0504,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-05-09 00:00:00
CMP01076,C0814,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-02-06 00:00:00
CMP01077,C0830,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-07-19 00:00:00
CMP01078,C0301,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-02-25 00:00:00
CMP01079,C0653,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-08-16 00:00:00
CMP01080,C0708,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-01-09 00:00:00
CMP01081,C0689,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-04-01 00:00:00
CMP01082,C0309,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-07-03 00:00:00
CMP01083,C0334,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-07-10 00:00:00
CMP01084,C0068,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-09-30 00:00:00
CMP01085,C0922,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-05-24 00:00:00
CMP01086,C0819,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-07-17 00:00:00
CMP01087,C0524,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-05-12 00:00:00
CMP01088,C0012,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-01-20 00:00:00
CMP01089,C0240,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-01-31 00:00:00
CMP01090,C0840,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-02-15 00:00:00
CMP01091,C0147,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-04-13 00:00:00
CMP01092,C0826,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-02-08 00:00:00
CMP01093,C0536,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-07-13 00:00:00
CMP01094,C0467,D002,CAT002,Complaint about CAT002 issue in area XYZ,Submitted,2023-06-03 00:00:00
CMP01095,C0252,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-03-21 00:00:00
CMP01096,C0968,D002,CAT002,Complaint about CAT002 issue in area XYZ,Submitted,2023-10-23 00:00:00
CMP01097,C0441,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-06-22 00:00:00
CMP01098,C0215,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-02-06 00:00:00
CMP01099,C0574,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-02-19 00:00:00
CMP01100,C0256,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-05-15 00:00:00
CMP01101,C0677,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-07-03 00:00:00
CMP01102,C0951,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-01-13 00:00:00
CMP01103,C0059,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-01-18 00:00:00
CMP01104,C0042,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-09-28 00:00:00
CMP01105,C0580,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-04-01 00:00:00
CMP01106,C0444,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-01-01 00:00:00
CMP01107,C0843,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-09-15 00:00:00
CMP01108,C0157,D002,CAT002,Complaint about CAT002 issue in area XYZ,Submitted,2023-10-24 00:00:00
CMP01109,C0731,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-06-27 00:00:00
CMP01110,C0358,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-03-10 00:00:00
CMP01111,C0258,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-06-10 00:00:00
CMP01112,C0153,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-08-21 00:00:00
CMP01113,C0430,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-03-15 00:00:00
CMP01114,C0700,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-04-14 00:00:00
CMP01115,C0249,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-02-22 00:00:00
CMP01116,C0110,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-05-23 00:00:00
CMP01117,C0584,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-06-21 00:00:00
CMP01118,C0464,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-10-06 00:00:00
CMP01119,C0561,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-08-01 00:00:00
CMP01120,C0137,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-05-30 00:00:00
CMP01121,C0919,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-10-26 00:00:00
CMP01122,C0903,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-10-04 00:00:00
CMP01123,C0186,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-10-28 00:00:00
CMP01124,C0453,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-08-24 00:00:00
CMP01125,C0646,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-10-09 00:00:00
CMP01126,C0483,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-10-13 00:00:00
CMP01127,C0057,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-04-12 00:00:00
CMP01128,C0640,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-08-21 00:00:00
CMP01129,C0389,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-08-20 00:00:00
CMP01130,C0161,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-06-25 00:00:00
CMP01131,C0546,D002,CAT002,Complaint about CAT002 issue in area XYZ,Submitted,2023-07-17 00:00:00
CMP01132,C0494,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-02-06 00:00:00
CMP01133,C0454,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-10-14 00:00:00
CMP01134,C0008,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-02-22 00:00:00
CMP01135,C0599,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-01-13 00:00:00
CMP01136,C0218,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-01-19 00:00:00
CMP01137,C0982,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-04-13 00:00:00
CMP01138,C0080,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-08-12 00:00:00
CMP01139,C0481,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-05-08 00:00:00
CMP01140,C0099,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-02-12 00:00:00
CMP01141,C0722,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-01-07 00:00:00
CMP01142,C0951,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-09-11 00:00:00
CMP01143,C0590,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-02-03 00:00:00
CMP01144,C0535,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-10-18 00:00:00
CMP01145,C0374,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-04-17 00:00:00
CMP01146,C0173,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-03-11 00:00:00
CMP01147,C0072,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-03-09 00:00:00
CMP01148,C0247,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-03-18 00:00:00
CMP01149,C0214,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-06-21 00:00:00
CMP01150,C0053,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-05-16 00:00:00
CMP01151,C0255,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-06-11 00:00:00
CMP01152,C0489,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-06-08 00:00:00
CMP01153,C0110,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-01-27 00:00:00
CMP01154,C0341,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-01-25 00:00:00
CMP01155,C0307,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-07-30 00:00:00
CMP01156,C0685,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-01-26 00:00:00
CMP01157,C0278,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-04-27 00:00:00
CMP01158,C0960,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-01-09 00:00:00
CMP01159,C0966,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-03-16 00:00:00
CMP01160,C0245,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-05-31 00:00:00
CMP01161,C0634,D002,CAT002,Complaint about CAT002 issue in area XYZ,Submitted,2023-02-06 00:00:00
CMP01162,C0234,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-05-22 00:00:00
CMP01163,C0575,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-07-16 00:00:00
CMP01164,C0618,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-06-07 00:00:00
CMP01165,C0660,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-04-04 00:00:00
CMP01166,C0387,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-02-10 00:00:00
CMP01167,C0728,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-05-28 00:00:00
CMP01168,C0605,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-04-05 00:00:00
CMP01169,C0185,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-08-06 00:00:00
CMP01170,C0947,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-05-03 00:00:00
CMP01171,C0943,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-06-03 00:00:00
CMP01172,C0827,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-02-20 00:00:00
CMP01173,C0633,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-05-08 00:00:00
CMP01174,C0321,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-07-28 00:00:00
CMP01175,C0386,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-01-21 00:00:00
CMP01176,C0780,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-10-02 00:00:00
CMP01177,C0995,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-05-13 00:00:00
CMP01178,C0745,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-08-26 00:00:00
CMP01179,C0632,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-08-16 00:00:00
CMP01180,C0595,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-07-22 00:00:00
CMP01181,C0510,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-07-28 00:00:00
CMP01182,C0601,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-05-04 00:00:00
CMP01183,C0759,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-03-03 00:00:00
CMP01184,C0139,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-08-25 00:00:00
CMP01185,C0760,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-01-17 00:00:00
CMP01186,C0171,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-08-30 00:00:00
CMP01187,C0049,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-02-25 00:00:00
CMP01188,C0447,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-03-24 00:00:00
CMP01189,C0926,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-07-05 00:00:00
CMP01190,C0201,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-05-02 00:00:00
CMP01191,C0626,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-01-01 00:00:00
CMP01192,C0379,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-07-30 00:00:00
CMP01193,C0288,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-08-08 00:00:00
CMP01194,C0443,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-09-24 00:00:00
CMP01195,C0769,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-01-04 00:00:00
CMP01196,C0486,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-01-01 00:00:00
CMP01197,C0520,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-01-17 00:00:00
CMP01198,C0501,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-04-09 00:00:00
CMP01199,C0092,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-03-20 00:00:00
CMP01200,C0980,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-06-25 00:00:00
CMP01201,C0886,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-09-25 00:00:00
CMP01202,C0006,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-04-21 00:00:00
CMP01203,C0261,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-04-28 00:00:00
CMP01204,C0607,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-03-19 00:00:00
CMP01205,C0227,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-10-25 00:00:00
CMP01206,C0902,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-05-15 00:00:00
CMP01207,C0128,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-02-19 00:00:00
CMP01208,C0257,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-10-14 00:00:00
CMP01209,C0615,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-04-02 00:00:00
CMP01210,C0580,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-06-20 00:00:00
CMP01211,C0427,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-01-15 00:00:00
CMP01212,C0531,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-06-09 00:00:00
CMP01213,C0831,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-03-21 00:00:00
CMP01214,C0578,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-04-26 00:00:00
CMP01215,C0940,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-03-28 00:00:00
CMP01216,C0599,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-07-19 00:00:00
CMP01217,C0846,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-02-26 00:00:00
CMP01218,C0918,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-03-28 00:00:00
CMP01219,C0222,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-05-14 00:00:00
CMP01220,C0711,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-07-24 00:00:00
CMP01221,C0369,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-07-05 00:00:00
CMP01222,C0126,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-08-16 00:00:00
CMP01223,C0156,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-02-21 00:00:00
CMP01224,C0555,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-04-10 00:00:00
CMP01225,C0685,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-07-10 00:00:00
CMP01226,C0728,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-08-09 00:00:00
CMP01227,C0014,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-02-07 00:00:00
CMP01228,C0853,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-07-25 00:00:00
CMP01229,C0439,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-09-23 00:00:00
CMP01230,C0315,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-04-30 00:00:00
CMP01231,C0032,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-01-05 00:00:00
CMP01232,C0735,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-05-17 00:00:00
CMP01233,C0230,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-03-04 00:00:00
CMP01234,C0287,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-05-12 00:00:00
CMP01235,C0949,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-01-20 00:00:00
CMP01236,C0847,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-10-07 00:00:00
CMP01237,C0968,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-05-05 00:00:00
CMP01238,C0196,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-08-04 00:00:00
CMP01239,C0114,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-01-21 00:00:00
CMP01240,C0653,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-10-05 00:00:00
CMP01241,C0395,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-09-05 00:00:00
CMP01242,C0326,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-07-30 00:00:00
CMP01243,C0214,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-01-29 00:00:00
CMP01244,C0546,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-01-19 00:00:00
CMP01245,C0804,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-07-31 00:00:00
CMP01246,C0231,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-04-27 00:00:00
CMP01247,C0726,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-07-09 00:00:00
CMP01248,C0648,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-02-03 00:00:00
CMP01249,C0185,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-09-02 00:00:00
CMP01250,C0625,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-02-17 00:00:00
CMP01251,C0308,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-01-01 00:00:00
CMP01252,C0808,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-06-26 00:00:00
CMP01253,C0061,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-06-26 00:00:00
CMP01254,C0411,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-09-08 00:00:00
CMP01255,C0936,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-06-10 00:00:00
CMP01256,C0078,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-09-27 00:00:00
CMP01257,C0695,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-05-16 00:00:00
CMP01258,C0177,D002,CAT002,Complaint about CAT002 issue in area XYZ,Submitted,2023-02-14 00:00:00
CMP01259,C0897,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-10-05 00:00:00
CMP01260,C0762,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-04-06 00:00:00
CMP01261,C0250,D002,CAT002,Complaint about CAT002 issue in area XYZ,Submitted,2023-03-17 00:00:00
CMP01262,C0139,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-05-08 00:00:00
CMP01263,C0358,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-08-14 00:00:00
CMP01264,C0667,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-03-28 00:00:00
CMP01265,C0007,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-03-06 00:00:00
CMP01266,C0788,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-09-10 00:00:00
CMP01267,C0437,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-03-28 00:00:00
CMP01268,C0632,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-02-23 00:00:00
CMP01269,C0394,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-03-08 00:00:00
CMP01270,C0214,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-02-10 00:00:00
CMP01271,C0647,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-07-27 00:00:00
CMP01272,C0708,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-07-25 00:00:00
CMP01273,C0243,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-06-20 00:00:00
CMP01274,C0605,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-03-28 00:00:00
